$1;1;;12,1;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;12,0;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;12,0;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;12,0;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,8;;;;;;;;74;;;;;;;;;;;;;0
$1;1;;11,9;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,8;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,8;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,7;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,6;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,6;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,6;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,5;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,4;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;11,0;;;;;;;;75;;;;;;;;;;;;;0
$1;1;;10,6;;;;;;;;76;;;;;;;;;;;;;0
$1;1;;10,4;;;;;;;;76;;;;;;;;;;;;;0
$1;1;;10,4;;;;;;;;76;;;;;;;;;;;;;0
$1;1;;10,0;;;;;;;;77;;;;;;;;;;;;;0
$1;1;;9,8;;;;;;;;77;;;;;;;;;;;;;0
$1;1;;9,6;;;;;;;;77;;;;;;;;;;;;;0
$1;1;;9,5;;;;;;;;77;;;;;;;;;;;;;0
$1;1;;9,4;;;;;;;;78;;;;;;;;;;;;;0
$1;1;;9,2;;;;;;;;78;;;;;;;;;;;;;0
$1;1;;9,0;;;;;;;;78;;;;;;;;;;;;;0
$1;1;;8,8;;;;;;;;79;;;;;;;;;;;;;0
$1;1;;8,8;;;;;;;;79;;;;;;;;;;;;;0
$1;1;;8,7;;;;;;;;79;;;;;;;;;;;;;0
$1;1;;7,5;;;;;;;;81;;;;;;;;;;;;;0
$1;1;;7,0;;;;;;;;82;;;;;;;;;;;;;0
$1;1;;6,9;;;;;;;;82;;;;;;;;;;;;;0
$1;1;;2,5;;;;;;;;87;;;;;;;;;;;;;0
